MovieId,imdbId,title,genres,Year,Avg rating,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,imdb links
4901,0266987,Spy Game (2001),Action|Crime|Drama|Thriller,2001,3.481481481,1,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0266987
4902,0256009,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller,2001,3.35,0,0,0,0,0,0,0,1,1,1,0,0,0,1,https://www.imdb.com/title/tt0256009
4903,0247425,In the Bedroom (2001),Drama,2001,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0247425
4958,0159273,Behind Enemy Lines (2001),Action|Drama,2001,3.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0159273
4963,0240772,Ocean's Eleven (2001),Crime|Thriller,2001,3.844537815,0,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0240772
4967,0283509,No Man's Land (2001),Drama,2001,4.192307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0283509
4973,0211915,"Amelie (Fabuleux destin d'Am̩lie Poulain, Le) (2001)",Comedy|Romance,2001,4.183333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0211915
4974,0277371,Not Another Teen Movie (2001),Comedy,2001,2.571428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0277371
4975,0259711,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,2001,3.420454545,0,0,0,0,0,0,0,0,0,0,1,1,1,1,https://www.imdb.com/title/tt0259711
4979,0265666,"Royal Tenenbaums, The (2001)",Comedy|Drama,2001,3.683823529,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0265666
4992,0035423,Kate & Leopold (2001),Comedy|Romance,2001,3.205882353,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0035423
4993,0120737,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,2001,4.106060606,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0120737
4994,0268995,"Majestic, The (2001)",Comedy|Drama|Romance,2001,3.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0268995
4995,0268978,"Beautiful Mind, A (2001)",Drama|Romance,2001,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0268978
5010,0265086,Black Hawk Down (2001),Action|Drama,2001,3.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0265086
5013,0280707,Gosford Park (2001),Comedy|Drama|Mystery,2001,3.703703704,0,0,0,0,1,0,0,1,0,0,1,0,0,0,https://www.imdb.com/title/tt0280707
5014,0277027,I Am Sam (2001),Drama,2001,3.764705882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0277027
5015,0285742,Monster's Ball (2001),Drama|Romance,2001,3.305555556,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0285742
5025,0273923,Orange County (2002),Comedy,2002,2.633333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0273923
5026,0237534,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,2001,3.821428571,1,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.imdb.com/title/tt0237534
5064,0245844,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,2002,3.828125,1,1,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0245844
5065,0265349,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,2002,3.076923077,0,0,0,0,0,0,0,1,1,1,1,0,0,1,https://www.imdb.com/title/tt0265349
5066,0281358,"Walk to Remember, A (2002)",Drama|Romance,2002,3.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0281358
5072,0293416,Metropolis (2001),Animation|Sci-Fi,2001,3.961538462,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0293416
5108,0251160,John Q (2002),Crime|Drama|Thriller,2002,2.909090909,0,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0251160
5110,0247745,Super Troopers (2001),Comedy|Crime|Mystery,2001,3.604166667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,https://www.imdb.com/title/tt0247745
5128,0238546,Queen of the Damned (2002),Fantasy|Horror,2002,2.363636364,0,0,0,0,0,0,0,0,1,1,0,0,0,0,https://www.imdb.com/title/tt0238546
5135,0265343,Monsoon Wedding (2001),Comedy|Romance,2001,3.833333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0265343
5152,0277434,We Were Soldiers (2002),Action|Drama,2002,3.333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0277434
5171,0268695,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,2002,2.863636364,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0268695
5218,0268380,Ice Age (2002),Adventure|Animation|Children|Comedy,2002,3.688235294,0,1,1,1,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0268380
5219,0120804,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,2002,3.083333333,1,0,0,0,0,0,0,0,0,1,0,0,1,1,https://www.imdb.com/title/tt0120804
5220,0284490,Showtime (2002),Action|Comedy,2002,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0284490
5254,0187738,Blade II (2002),Action|Horror|Thriller,2002,3.205882353,1,0,0,0,0,0,0,0,0,1,0,0,0,1,https://www.imdb.com/title/tt0187738
5265,0266452,Death to Smoochy (2002),Comedy|Crime|Drama,2002,3.318181818,0,0,0,0,1,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0266452
5266,0258000,Panic Room (2002),Thriller,2002,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0258000
5267,0265662,"Rookie, The (2002)",Drama,2002,3.291666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0265662
5283,0283111,National Lampoon's Van Wilder (2002),Comedy,2002,2.909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0283111
5294,0264616,Frailty (2001),Crime|Drama|Thriller,2001,3.863636364,0,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0264616
5296,0253867,"Sweetest Thing, The (2002)",Comedy|Romance,2002,2.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0253867
5299,0259446,My Big Fat Greek Wedding (2002),Comedy|Romance,2002,3.266666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0259446
5313,0277296,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,2002,2.295454545,1,1,0,0,0,0,0,0,1,0,0,0,0,1,https://www.imdb.com/title/tt0277296
5329,0235737,"Salton Sea, The (2002)",Crime|Drama|Thriller,2002,3.35,0,0,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0235737
5349,0145487,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,2002,3.540983607,1,1,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0145487
5377,0276751,About a Boy (2002),Comedy|Drama|Romance,2002,3.715909091,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0276751
5378,0121765,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi,2002,3.157608696,1,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0121765
5380,0278500,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,2002,3.85,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0278500
5388,0278504,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,2002,3.303030303,1,0,0,0,0,1,0,1,0,0,1,0,0,1,https://www.imdb.com/title/tt0278504
5400,0164184,"Sum of All Fears, The (2002)",Drama|Thriller,2002,2.970588235,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0164184
5418,0258463,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2002,3.816964286,1,0,0,0,0,0,0,0,0,0,1,0,0,1,https://www.imdb.com/title/tt0258463
5419,0267913,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,2002,2.852941176,0,1,0,1,1,0,0,0,1,0,1,0,0,0,https://www.imdb.com/title/tt0267913
5444,0275847,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,2002,3.810344828,0,1,1,1,0,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0275847
5445,0181689,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,2002,3.6375,1,0,0,0,0,1,0,0,0,0,1,0,1,1,https://www.imdb.com/title/tt0181689
5449,0280590,Mr. Deeds (2002),Comedy|Romance,2002,2.909090909,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0280590
5459,0120912,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2002,2.959016393,1,0,0,0,1,0,0,0,0,0,0,0,1,0,https://www.imdb.com/title/tt0120912
5463,0253556,Reign of Fire (2002),Action|Adventure|Fantasy,2002,2.722222222,1,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0253556
5464,0257044,Road to Perdition (2002),Crime|Drama,2002,3.520408163,0,0,0,0,0,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0257044
5481,0295178,Austin Powers in Goldmember (2002),Comedy,2002,2.846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0295178
5502,0286106,Signs (2002),Horror|Sci-Fi|Thriller,2002,3.166666667,0,0,0,0,0,0,0,0,0,1,0,0,1,1,https://www.imdb.com/title/tt0286106
5505,0279113,"Good Girl, The (2002)",Comedy|Drama,2002,3.208333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0279113
5507,0295701,xXx (2002),Action|Crime|Thriller,2002,2.770833333,1,0,0,0,0,1,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0295701
5528,0265459,One Hour Photo (2002),Drama|Thriller,2002,3.473684211,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0265459
5574,0293662,"Transporter, The (2002)",Action|Crime,2002,3.519230769,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0293662
5577,0280760,Igby Goes Down (2002),Comedy|Drama,2002,3.666666667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0280760
5608,0250258,"Das Experiment (Experiment, The) (2001)",Drama|Thriller,2001,3.863636364,0,0,0,0,0,0,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0250258
5618,0245429,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,2001,4.155172414,0,1,1,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0245429
5620,0256415,Sweet Home Alabama (2002),Comedy|Romance,2002,3.053571429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0256415
5621,0290095,"Tuxedo, The (2002)",Action|Comedy,2002,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0290095
5630,0289765,Red Dragon (2002),Crime|Mystery|Thriller,2002,3.435483871,0,0,0,0,0,1,0,0,0,0,1,0,0,1,https://www.imdb.com/title/tt0289765
5669,0310793,Bowling for Columbine (2002),Documentary,2002,3.775862069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0310793
5673,0272338,Punch-Drunk Love (2002),Comedy|Drama|Romance,2002,3.621212121,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0272338
5679,0298130,"Ring, The (2002)",Horror|Mystery|Thriller,2002,3.20212766,0,0,0,0,0,0,0,0,0,1,1,0,0,1,https://www.imdb.com/title/tt0298130
5785,0322802,Jackass: The Movie (2002),Action|Comedy|Documentary,2002,3.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0322802
5791,0120679,Frida (2002),Drama|Romance,2002,3.78125,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0120679
5810,0298203,8 Mile (2002),Drama,2002,3.292682927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0298203
5812,0297884,Far from Heaven (2002),Drama|Romance,2002,3.863636364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0297884
5816,0295297,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,2002,3.598039216,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0295297
5872,0246460,Die Another Day (2002),Action|Adventure|Thriller,2002,2.925925926,1,1,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0246460
5878,0287467,Talk to Her (Hable con Ella) (2002),Drama|Romance,2002,4.035714286,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0287467
5881,0307479,Solaris (2002),Drama|Romance|Sci-Fi,2002,3.075,0,0,0,0,0,0,0,1,0,0,0,1,1,0,https://www.imdb.com/title/tt0307479
5902,0268126,Adaptation (2002),Comedy|Drama|Romance,2002,3.945652174,0,0,0,0,1,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0268126
5903,0238380,Equilibrium (2002),Action|Sci-Fi|Thriller,2002,3.875,1,0,0,0,0,0,0,0,0,0,0,0,1,1,https://www.imdb.com/title/tt0238380
5943,0252076,Maid in Manhattan (2002),Comedy|Romance,2002,2.605263158,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0252076
5944,0253754,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,2002,3.105263158,1,0,0,0,0,0,0,1,0,0,0,0,1,1,https://www.imdb.com/title/tt0253754
5945,0257360,About Schmidt (2002),Comedy|Drama,2002,3.173076923,0,0,0,0,1,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0257360
5952,0167261,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,2002,4.021276596,0,1,0,0,0,0,0,0,1,0,0,0,0,0,https://www.imdb.com/title/tt0167261
5954,0307901,25th Hour (2002),Crime|Drama,2002,3.840909091,0,0,0,0,0,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0307901
5956,0217505,Gangs of New York (2002),Crime|Drama,2002,3.518181818,0,0,0,0,0,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0217505
5957,0313737,Two Weeks Notice (2002),Comedy|Romance,2002,3.263157895,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0313737
5989,0264464,Catch Me If You Can (2002),Crime|Drama,2002,3.92173913,0,0,0,0,0,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0264464
5991,0299658,Chicago (2002),Comedy|Crime|Drama,2002,3.724489796,0,0,0,0,1,1,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0299658
5992,0274558,"Hours, The (2002)",Drama|Romance,2002,3.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,https://www.imdb.com/title/tt0274558
5995,0253474,"Pianist, The (2002)",Drama,2002,4.108695652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://www.imdb.com/title/tt0253474
6003,0290538,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,2002,3.6,0,0,0,0,1,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0290538
6016,0317248,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,2002,4.146666667,1,1,0,0,0,1,0,1,0,0,0,0,0,1,https://www.imdb.com/title/tt0317248
6058,0309593,Final Destination 2 (2003),Horror|Thriller,2003,3.05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,https://www.imdb.com/title/tt0309593
6059,0292506,"Recruit, The (2003)",Action|Thriller,2003,3.352941176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.imdb.com/title/tt0292506
6155,0251127,How to Lose a Guy in 10 Days (2003),Comedy|Romance,2003,3.275862069,0,0,0,0,1,0,0,0,0,0,0,1,0,0,https://www.imdb.com/title/tt0251127
6156,0300471,Shanghai Knights (2003),Action|Adventure|Comedy,2003,3.210526316,1,1,0,0,1,0,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0300471
6157,0287978,Daredevil (2003),Action|Crime,2003,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.imdb.com/title/tt0287978
